ID,day,month,year,hour,minute,second,latitude,longitude,depth,mw,err_mw,mc
18284,20,1,2016,7,54,37.48,41.5295,14.5997,9.4,2.04,0.2,1.8
18285,20,1,2016,17,51,43.72,42.5102,13.2202,9.8,1.83,0.2,1.8
18286,20,1,2016,17,56,22.14,41.5238,14.6062,9.9,2.56,0.19,1.8
18287,20,1,2016,18,19,7.64,41.5177,14.6042,9.6,2.25,0.2,1.8
18288,21,1,2016,3,29,16.11,42.5967,13.2182,10,2.04,0.2,1.8
18289,21,1,2016,6,23,48.87,41.5433,14.6017,11,2.35,0.2,1.8
18290,21,1,2016,8,50,6.79,41.5392,14.6035,10.6,1.83,0.2,1.8
18291,21,1,2016,14,37,3.93,42.3807,15.1932,10,2.69,0.17,1.8
18292,21,1,2016,18,37,24.75,41.509,14.6098,10.5,1.94,0.2,1.8
18293,22,1,2016,8,18,38.62,41.5422,14.5808,10.1,1.94,0.2,1.8
18294,22,1,2016,10,22,42.05,43.0815,11.4172,9.6,2.25,0.2,1.8
18295,22,1,2016,10,25,24.76,43.0882,11.4295,11.1,1.94,0.2,1.8
18296,22,1,2016,11,46,43.41,41.5298,14.6023,10.7,2.97,0.19,1.8
18297,22,1,2016,12,21,17.54,41.5272,14.6017,10.5,1.94,0.2,1.8
18298,22,1,2016,12,24,58.61,41.5237,14.6088,10.4,2.66,0.19,1.8
18299,23,1,2016,12,16,11.9,43.2348,12.6057,8.6,2.25,0.2,1.8
18300,23,1,2016,12,20,3.08,43.2352,12.6078,9.1,2.76,0.19,1.8
18301,23,1,2016,12,47,42.71,42.2528,13.5933,9,1.94,0.2,1.8
18302,23,1,2016,16,45,5.13,41.5178,14.5998,11,1.94,0.2,1.8
18303,23,1,2016,20,15,12.64,41.5203,14.6125,10.8,1.83,0.2,1.8
18304,24,1,2016,8,0,17.46,43.2345,12.6072,8.3,2.56,0.19,1.8
18305,25,1,2016,20,54,11.45,42.3177,13.2098,10.2,2.14,0.2,1.8
18306,26,1,2016,9,7,7.55,43.3037,13.7443,18.3,2.14,0.2,1.8
18307,28,1,2016,7,44,36.69,42.5492,15.3772,5.9,2.56,0.19,1.8
18308,28,1,2016,15,53,31.43,43.096,12.6812,7.2,2.45,0.19,1.8
18309,28,1,2016,20,9,43.54,42.5287,12.8842,8.5,2.66,0.19,1.8
18310,28,1,2016,22,13,51.75,42.3208,13.2057,10.2,1.94,0.2,1.8
18311,30,1,2016,8,46,15.92,42.9242,12.9283,9.1,1.94,0.2,1.8
18312,30,1,2016,8,46,59.78,42.9278,12.9283,9.8,1.94,0.2,1.8
18313,30,1,2016,9,42,53.65,41.5297,14.5808,10.4,1.83,0.2,1.8
18314,30,1,2016,13,52,25.71,43.343,12.7118,11.1,2.35,0.2,1.8
18315,1,2,2016,9,11,48.31,42.4755,13.3528,10.4,2.97,0.19,1.8
18316,1,2,2016,17,20,19.27,41.5322,14.5965,11,1.94,0.2,1.8
18317,3,2,2016,22,41,2.47,42.2623,13.587,8.5,3.28,0.19,1.8
18318,3,2,2016,23,51,47.52,42.2627,13.5883,9.5,1.83,0.2,1.8
18319,4,2,2016,2,49,4.83,42.7967,13.1172,10.2,2.14,0.2,1.8
18320,4,2,2016,6,22,11.64,42.2647,13.5865,10.1,2.14,0.2,1.8
18321,4,2,2016,10,34,35.27,42.266,13.5733,8.7,1.83,0.2,1.8
18322,4,2,2016,11,34,38.23,41.6745,12.7753,10,2.35,0.2,1.8
18323,4,2,2016,22,42,47.25,42.2622,13.5798,9.8,1.83,0.2,1.8
18324,5,2,2016,12,23,55.03,42.4932,13.292,8.3,1.83,0.2,1.8
18325,5,2,2016,13,46,26.38,42.8772,12.7362,7.6,2.76,0.19,1.8
18326,5,2,2016,13,58,17.7,42.8752,12.7328,7.4,2.14,0.2,1.8
18327,5,2,2016,18,17,30.26,42.8763,12.7398,6.9,2.56,0.19,1.8
18328,5,2,2016,18,19,25.31,42.8727,12.7407,7,2.04,0.2,1.8
18329,6,2,2016,7,7,25.53,42.813,12.9767,9.2,2.14,0.2,1.8
18330,6,2,2016,7,43,15.35,42.8183,12.985,9,1.83,0.2,1.8
18331,6,2,2016,8,6,8.75,42.5872,13.1528,10.5,2.04,0.2,1.8
18332,6,2,2016,9,20,39.67,42.5812,13.1402,11.2,1.94,0.2,1.8
18333,6,2,2016,10,55,19.12,42.6503,13.0155,10.4,1.83,0.2,1.8
18334,6,2,2016,23,5,9.65,43.0935,12.992,8.8,2.56,0.19,1.8
18335,7,2,2016,10,37,33.53,43.2322,12.8982,12,1.83,0.2,1.8
18336,7,2,2016,18,17,26.89,43.4337,12.5268,9,2.25,0.2,1.8
18337,8,2,2016,3,47,22.38,42.8817,12.7327,5.2,2.04,0.2,1.8
18338,8,2,2016,8,9,56.19,42.8448,13.0967,10.9,1.86,0.17,1.8
18339,8,2,2016,11,19,15.86,44.005,11.8868,26.7,1.83,0.2,1.8
18340,8,2,2016,11,23,55.85,43.9877,11.8983,29.1,2.76,0.19,1.8
18341,8,2,2016,11,43,30.32,44.0048,11.9257,23.3,1.94,0.2,1.8
18342,8,2,2016,11,51,30.45,44.0005,11.9142,26.1,2.04,0.2,1.8
18343,8,2,2016,12,16,3.94,42.7517,13.0402,10,1.83,0.2,1.8
18344,8,2,2016,13,31,26.79,42.577,13.1482,11.9,2.04,0.2,1.8
18345,8,2,2016,14,1,43.76,43.2765,11.4697,9.6,1.83,0.2,1.8
18346,8,2,2016,14,27,53.17,42.927,13.2952,7.5,2.56,0.19,1.8
18347,8,2,2016,15,55,25.78,42.5827,13.158,9,2.35,0.2,1.8
18348,8,2,2016,20,8,29.03,42.5843,13.1478,11.7,1.83,0.2,1.8
18349,9,2,2016,6,31,27.37,42.5803,13.1593,12,1.83,0.2,1.8
18350,9,2,2016,6,51,37.84,42.5807,13.161,11,2.25,0.2,1.8
18351,9,2,2016,13,3,34.76,41.4722,14.0038,9.6,2.04,0.2,1.8
18352,9,2,2016,13,36,58.27,41.4745,14.01,10.2,2.45,0.19,1.8
18353,9,2,2016,21,6,15.92,42.5842,13.1538,11,1.83,0.2,1.8
18354,10,2,2016,3,46,7.45,41.478,14.019,15.7,1.94,0.2,1.8
18355,10,2,2016,8,57,14.33,42.5872,13.1622,10.1,2.76,0.19,1.8
18356,10,2,2016,11,33,44.28,43.0322,13.5442,22.4,1.83,0.2,1.8
18357,10,2,2016,20,40,9.25,42.5858,13.2365,13,2.14,0.2,1.8
18358,10,2,2016,21,18,32.95,42.4207,13.1167,9.8,1.94,0.2,1.8
18359,11,2,2016,2,0,32.66,41.1553,14.9212,13,2.35,0.2,1.8
18360,11,2,2016,12,16,56.83,42.2583,13.5822,7.7,2.14,0.2,1.8
18361,12,2,2016,1,4,0.54,42.584,13.1535,11.5,2.04,0.2,1.8
18362,12,2,2016,8,45,50.44,41.3027,14.485,15.1,1.83,0.2,1.8
18363,12,2,2016,21,19,57.42,41.7682,12.5902,11.7,1.94,0.2,1.8
18364,13,2,2016,4,29,37.36,42.8548,13.5148,10,1.83,0.2,1.8
18365,13,2,2016,20,4,45.42,42.6387,13.3283,18.7,1.83,0.2,1.8
18366,14,2,2016,9,59,19.15,42.5383,13.4372,16.5,2.66,0.19,1.8
18367,14,2,2016,10,6,37.5,42.5357,13.4223,16,1.83,0.2,1.8
18368,15,2,2016,4,48,17.41,42.9907,12.9365,8.8,2.25,0.2,1.8
18369,15,2,2016,7,16,34.43,42.9883,12.9842,11,1.94,0.2,1.8
18370,15,2,2016,9,33,41.85,44.0288,11.6933,7.1,1.83,0.2,1.8
18371,15,2,2016,12,58,46.79,43.1303,13.2467,22.6,1.83,0.2,1.8
18372,16,2,2016,10,27,59.44,42.5935,13.1365,8.9,1.94,0.2,1.8
18373,16,2,2016,12,49,11.81,42.5793,13.1467,11.1,1.94,0.2,1.8
18374,17,2,2016,14,48,28.87,43.2982,12.5783,8.7,1.83,0.2,1.8
18375,18,2,2016,1,55,59.53,42.7322,13.2677,13.7,2.14,0.2,1.8
18376,18,2,2016,18,32,19.92,41.5848,14.2353,9,2.04,0.2,1.8
18377,19,2,2016,3,47,7.67,42.6755,12.9697,10.5,1.83,0.2,1.8
18378,19,2,2016,5,15,0.49,41.6258,14.3027,10.9,2.45,0.19,1.8
18379,19,2,2016,8,22,4.6,41.6202,14.3032,11,2.25,0.2,1.8
18380,19,2,2016,10,37,29.92,41.625,14.298,10.9,2.66,0.19,1.8
18381,19,2,2016,14,44,29.78,41.6257,14.2947,10.9,1.83,0.2,1.8
18382,19,2,2016,23,28,52.48,41.6285,14.3035,10.7,1.83,0.2,1.8
18383,20,2,2016,6,44,9.03,42.5368,13.418,10.5,2.25,0.2,1.8
18384,20,2,2016,6,50,40.02,42.5372,13.4113,11.1,2.04,0.2,1.8
18385,20,2,2016,17,25,40.91,41.7743,13.7137,13.2,1.94,0.2,1.8
18386,20,2,2016,17,56,17.55,42.211,14.0398,8.5,2.45,0.19,1.8
18387,21,2,2016,7,24,1.51,41.5843,13.765,10.4,2.25,0.2,1.8
18388,21,2,2016,17,23,30.14,42.8733,12.9767,9.8,2.04,0.2,1.8
18389,22,2,2016,6,44,20.97,42.7537,12.9908,8.7,2.14,0.2,1.8
18390,22,2,2016,15,28,54.89,42.454,13.2862,11.1,2.04,0.2,1.8
18391,23,2,2016,6,50,54.01,41.5092,14.6182,10.5,2.3,0.36,1.8
18392,24,2,2016,4,15,25.35,43.3658,12.7097,10.1,1.83,0.2,1.8
18393,24,2,2016,6,10,32.35,43.362,12.706,10.1,1.83,0.2,1.8
18394,25,2,2016,23,30,14.99,42.5197,13.287,11.6,2.25,0.2,1.8
18395,27,2,2016,4,53,42.46,41.4858,13.8075,9.5,2.3,0.36,1.8
18396,27,2,2016,8,33,10.24,42.2483,13.5153,9.5,1.83,0.2,1.8
18397,29,2,2016,0,53,10.13,42.4698,13.2227,13.8,1.94,0.2,1.8
18398,29,2,2016,11,9,17.1,42.9378,13.0098,10,1.83,0.2,1.8
18399,1,3,2016,23,15,19.91,43.1213,12.5772,9.3,1.83,0.2,1.8
18400,2,3,2016,6,12,33.42,41.9453,12.6333,9.8,2.56,0.19,1.8
18401,2,3,2016,15,44,12.68,41.9518,12.636,10.3,1.94,0.2,1.8
18402,2,3,2016,16,53,51.21,41.9323,12.6278,10.4,2.35,0.2,1.8
18403,2,3,2016,16,56,37.85,41.9513,12.6357,10.2,2.04,0.2,1.8
18404,2,3,2016,18,21,22.57,42.9507,13.0262,10.1,1.94,0.2,1.8
18405,2,3,2016,19,1,11.27,43.5452,13.8182,7.1,2.25,0.2,1.8
18406,3,3,2016,5,1,17.38,41.6898,14.8463,14.2,3.8,0.19,1.8
18407,3,3,2016,5,32,23.69,41.6903,14.8458,10.9,2.35,0.2,1.8
18408,3,3,2016,13,13,13.11,42.2613,13.5803,8.5,2.35,0.2,1.8
18409,3,3,2016,17,56,11.98,43.0942,13.4768,23.5,1.94,0.2,1.8
18410,3,3,2016,22,39,47.82,43.5427,13.8763,7.8,2.35,0.2,1.8
18411,4,3,2016,1,39,57.42,43.0795,13.367,22.6,2.35,0.2,1.8
18412,4,3,2016,5,26,46.84,41.7713,14.2055,18.6,2.35,0.2,1.8
18413,4,3,2016,5,39,37.18,41.7635,14.2097,18.2,1.83,0.2,1.8
18414,4,3,2016,7,9,36.89,41.7747,14.2102,17,2.04,0.2,1.8
18415,4,3,2016,7,36,48.49,41.7678,14.2142,18.2,1.94,0.2,1.8
18416,4,3,2016,9,50,57.38,41.9445,12.6307,9.8,1.83,0.2,1.8
18417,4,3,2016,12,12,15.83,41.9465,12.6192,8.8,1.83,0.2,1.8
18418,4,3,2016,17,35,50.6,43.0945,13.4488,24.2,2.56,0.19,1.8
18419,5,3,2016,1,8,41.45,43.6272,12.3505,9.2,1.84,0.17,1.8
18420,5,3,2016,1,8,53.44,43.6177,12.3487,7.1,2.04,0.2,1.8
18421,5,3,2016,1,9,23.98,43.6148,12.3512,9.2,2.04,0.2,1.8
18422,5,3,2016,13,59,24.1,41.911,12.7285,10.8,1.94,0.2,1.8
18423,5,3,2016,19,25,36.43,42.8897,12.982,10.4,1.98,0.17,1.8
18424,6,3,2016,8,24,3.35,42.9608,12.6715,8.5,2.45,0.19,1.8
18425,6,3,2016,13,40,19.04,43.9895,11.9093,26.7,2.04,0.2,1.8
18426,7,3,2016,0,5,17.65,42.2508,13.5817,7.7,1.94,0.2,1.8
18427,7,3,2016,20,13,9.85,41.6842,14.8348,26.4,1.83,0.2,1.8
18428,8,3,2016,1,42,9.84,42.2607,13.5403,10.6,2.04,0.2,1.8
18429,8,3,2016,7,31,42.64,41.189,15.0037,18.2,2.25,0.2,1.8
18430,8,3,2016,9,37,34.94,41.0967,15.2442,16.5,2.66,0.19,1.8
18431,8,3,2016,10,3,56.37,41.0955,15.2362,14.1,3.08,0.19,1.8
18432,8,3,2016,10,6,2.07,41.0928,15.2168,17.7,2.04,0.2,1.8
18433,9,3,2016,2,22,38.08,43.1438,13.4117,26.3,1.83,0.2,1.8
18434,9,3,2016,2,51,21.58,42.9248,12.9978,10.8,1.83,0.2,1.8
18435,9,3,2016,19,42,34.25,42.2622,13.5927,7.2,2.76,0.19,1.8
18436,9,3,2016,23,8,20.85,43.1292,13.4065,21.2,2.35,0.2,1.8
18437,10,3,2016,8,30,40.13,43.3702,12.7537,13.4,1.83,0.2,1.8
18438,11,3,2016,9,25,8.96,40.8217,14.3978,1,2.48,0.36,1.8
18439,11,3,2016,11,26,31.38,41.5627,13.8028,10.7,2.25,0.2,1.8
18440,11,3,2016,11,30,36.78,41.5638,13.8083,10.7,2.14,0.2,1.8
18441,12,3,2016,11,20,51.12,41.3472,14.5017,3.6,2.66,0.19,1.8
18442,12,3,2016,17,37,29.96,42.3237,13.4532,10.2,2.76,0.19,1.8
18443,12,3,2016,18,54,43.85,41.4193,13.783,7.2,2.25,0.2,1.8
18444,13,3,2016,2,14,13.18,41.4093,13.7613,10.8,1.83,0.2,1.8
18445,13,3,2016,16,30,9.86,42.9938,13.6292,27.6,2.13,0.36,1.8
18446,15,3,2016,6,29,14.73,41.8327,15.3845,18,1.83,0.2,1.8
18447,15,3,2016,12,8,40.72,41.9073,14.0473,9.2,2.35,0.2,1.8
18448,15,3,2016,12,9,6.82,42.8417,13.1647,10.1,2.87,0.19,1.8
18449,15,3,2016,20,54,35.31,40.8357,15.1025,9.9,1.94,0.2,1.8
18450,16,3,2016,15,29,42.7,43.6268,12.0702,9.2,1.83,0.2,1.8
18451,17,3,2016,1,0,36.74,42.4572,13.3355,10.2,1.83,0.2,1.8
18452,18,3,2016,8,15,29.36,42.5523,13.3097,10,2.25,0.2,1.8
18453,21,3,2016,21,36,27.96,41.7852,15.3637,20.3,2.35,0.2,1.8
18454,22,3,2016,11,52,38.83,41.941,15.3273,4.5,1.94,0.2,1.8
18455,23,3,2016,4,40,51.95,43.1012,13.5462,20.9,2.14,0.2,1.8
18456,23,3,2016,12,53,24.55,42.7412,12.5908,8.2,2.14,0.2,1.8
18457,23,3,2016,17,40,56.66,42.7373,12.5568,9.9,1.83,0.2,1.8
18458,23,3,2016,20,44,8.82,43.6378,12.7003,10.3,2.14,0.2,1.8
18459,27,3,2016,5,27,34.54,42.5112,13.2932,8.6,2.04,0.2,1.8
18460,27,3,2016,18,17,38.72,43.3778,11.6048,5.4,2.04,0.2,1.8
18461,28,3,2016,1,7,29.98,44.2158,11.4118,26.2,1.94,0.2,1.8
18462,28,3,2016,1,12,24.89,44.2058,11.4093,20.5,1.83,0.2,1.8
18463,28,3,2016,1,29,28.94,44.1895,11.4305,24.6,1.83,0.17,1.8
18464,28,3,2016,1,30,39.48,44.2073,11.4178,24.9,2.66,0.19,1.8
18465,28,3,2016,7,17,31.74,43.375,11.5983,11.1,2.76,0.19,1.8
18466,29,3,2016,18,35,59.95,43.1428,13.0078,14.7,1.83,0.2,1.8
18467,2,4,2016,11,12,29.01,42.5372,11.7313,5.4,1.94,0.2,1.8
18468,3,4,2016,1,46,39.7,42.7113,12.948,9.6,1.83,0.2,1.8
18469,3,4,2016,4,10,51.18,43.4053,12.7653,11,2.14,0.2,1.8
18470,4,4,2016,6,1,6.48,42.6807,13.395,10.1,1.94,0.2,1.8
18471,4,4,2016,17,36,27.2,41.543,14.6272,14.6,3.18,0.19,1.8
18472,4,4,2016,20,19,59.78,41.6155,13.9623,7,1.83,0.2,1.8
18473,4,4,2016,20,49,54.78,40.797,14.4817,1.5,2.99,0.36,1.8
18474,4,4,2016,20,58,35.1,40.8252,14.4683,1.5,2.3,0.36,1.8
18475,4,4,2016,20,58,56.52,41.5377,14.6097,10.8,1.94,0.2,1.8
18476,5,4,2016,3,46,50.17,41.5402,14.6125,10.6,1.83,0.2,1.8
18477,5,4,2016,4,14,5.49,41.5378,14.6213,10.9,2.14,0.2,1.8
18478,5,4,2016,6,21,2.75,42.8393,12.978,9.4,1.83,0.2,1.8
18479,5,4,2016,7,30,17.66,42.841,12.977,9.8,1.83,0.2,1.8
18480,5,4,2016,7,39,30.62,42.1587,12.3713,8.9,1.83,0.2,1.8
18481,5,4,2016,9,10,28.97,42.7637,13.1597,10.1,2.04,0.2,1.8
18482,5,4,2016,17,4,11.11,42.2537,13.5722,7.6,2.56,0.19,1.8
18483,5,4,2016,18,40,26.03,43.0037,12.9428,10.3,1.83,0.2,1.8
18484,7,4,2016,7,42,47.69,41.134,14.8863,16.2,1.83,0.2,1.8
18485,7,4,2016,22,59,21.46,42.9102,13.0412,10.1,1.83,0.2,1.8
18486,8,4,2016,17,7,15.36,42.6883,13.0735,9.2,2.04,0.2,1.8
18487,8,4,2016,23,13,44.05,42.4212,13.2027,11.1,2.66,0.19,1.8
18488,9,4,2016,2,10,57.39,42.2962,13.5518,9.3,1.83,0.2,1.8
18489,9,4,2016,14,39,47.27,41.6822,14.9462,18.3,1.83,0.2,1.8
18490,10,4,2016,3,33,10.85,43.4692,12.3638,7.4,2.04,0.2,1.8
18491,10,4,2016,6,44,30.1,42.5835,13.1885,13.5,1.83,0.2,1.8
18492,10,4,2016,11,11,45.83,41.5512,14.618,14.2,2.14,0.2,1.8
18493,10,4,2016,14,57,7.96,42.7062,13.2338,12.8,1.83,0.2,1.8
18494,11,4,2016,4,18,2.4,42.4787,13.3593,11.1,2.97,0.19,1.8
18495,12,4,2016,7,59,0,41.5253,14.6117,10.8,1.83,0.2,1.8
18496,13,4,2016,0,52,13.23,42.4725,15.3483,10,2.45,0.19,1.8
18497,13,4,2016,10,38,32.47,43.8893,13.2452,10,2.35,0.2,1.8
18498,13,4,2016,11,49,9.04,42.9508,13.2745,26.3,2.14,0.2,1.8
18499,13,4,2016,11,58,46.27,42.9532,13.2847,25.7,2.14,0.2,1.8
18500,15,4,2016,1,36,36.31,41.734,14.3327,10.9,1.94,0.2,1.8
18501,16,4,2016,8,6,56.94,42.4818,12.7513,10.3,1.94,0.2,1.8
18502,16,4,2016,10,39,10.22,43.5432,13.7712,7.2,2.14,0.2,1.8
18503,16,4,2016,21,47,40.57,42.741,13.1868,10.8,2.04,0.2,1.8
18504,17,4,2016,1,42,10.1,42.4682,15.291,16.4,2.76,0.19,1.8
18505,17,4,2016,1,53,41.92,42.773,13.2132,9.4,1.83,0.2,1.8
18506,17,4,2016,4,34,23.04,42.7743,13.2098,9.2,2.45,0.19,1.8
18507,17,4,2016,5,37,24.28,42.7442,13.189,10.7,1.94,0.2,1.8
18508,19,4,2016,2,37,29.95,42.7138,11.905,7.8,2.04,0.2,1.8
18509,19,4,2016,11,50,41.03,42.2513,13.531,9,1.94,0.2,1.8
18510,20,4,2016,0,0,42.15,41.5048,13.8327,10.3,1.83,0.2,1.8
18511,21,4,2016,19,27,43.74,42.301,12.8123,9.8,1.94,0.2,1.8
18512,23,4,2016,12,38,38.94,42.7823,13.8245,23.9,2.04,0.2,1.8
18513,23,4,2016,13,17,21.49,42.7087,13.2143,11,1.83,0.2,1.8
18514,24,4,2016,0,7,37.93,43.0887,13.4322,25,1.83,0.2,1.8
18515,24,4,2016,19,24,43.02,43.885,13.2277,9.7,2.87,0.19,1.8
18516,25,4,2016,11,38,2.91,42.0313,12.7472,18.4,2.04,0.2,1.8
18517,25,4,2016,20,59,0.52,42.7747,13.212,9.1,1.83,0.17,1.8
18518,27,4,2016,7,46,21.57,41.1092,15.1703,20.7,2.35,0.2,1.8
18519,28,4,2016,4,55,27.46,40.9842,15.0212,8.2,1.83,0.2,1.8
18520,28,4,2016,19,51,43.17,41.8998,14.156,18.9,2.56,0.19,1.8
18521,30,4,2016,4,35,28.7,42.8727,13.273,8.8,1.96,0.36,1.8
18522,30,4,2016,6,8,9.64,42.8817,13.1022,9.6,2.14,0.2,1.8
18523,1,5,2016,3,26,54.35,44.0793,11.7305,25.7,2.04,0.2,1.8
18524,1,5,2016,9,9,37.73,43.0732,12.7948,8.8,1.94,0.2,1.8
18525,2,5,2016,16,17,29.31,42.8097,12.9907,9,1.83,0.2,1.8
18526,2,5,2016,16,24,14.39,42.8787,13.1327,12,1.83,0.2,1.8
18527,3,5,2016,0,2,5.27,42.7718,13.2063,8.8,2.25,0.2,1.8
18528,4,5,2016,3,36,26.28,41.8342,15.3785,7.3,1.94,0.2,1.8
18529,4,5,2016,13,16,58.78,42.8982,12.875,9.8,1.83,0.2,1.8
18530,4,5,2016,13,45,57.5,44.2818,12.3735,19,2.14,0.2,1.8
18531,4,5,2016,19,50,3.95,43.3698,12.733,13.2,2.14,0.2,1.8
18532,4,5,2016,21,56,35.31,42.9753,13.653,26.7,1.94,0.2,1.8
18533,4,5,2016,23,16,8.85,43.9348,11.8008,7,2.04,0.2,1.8
18534,5,5,2016,0,10,20.01,42.9737,13.6503,26.5,1.83,0.2,1.8
18535,5,5,2016,11,50,31.11,42.9853,13.6545,28.4,1.96,0.36,1.8
18536,5,5,2016,23,33,19.55,41.9478,15.3812,9.6,1.83,0.2,1.8
18537,6,5,2016,4,26,40.25,42.3757,13.3917,8.1,2.14,0.2,1.8
18538,6,5,2016,20,39,27.49,42.9757,13.659,23.4,1.83,0.2,1.8
18539,7,5,2016,11,54,9.58,41.3543,14.5037,7.5,2.14,0.2,1.8
18540,8,5,2016,17,11,17.8,43.9048,11.6287,6.9,1.83,0.2,1.8
18541,9,5,2016,22,19,28.08,43.4998,12.2848,8.4,1.94,0.2,1.8
18542,10,5,2016,3,25,13.03,42.8607,12.8195,8.2,2.66,0.19,1.8
18543,11,5,2016,11,21,0.21,42.43,15.2595,8.5,2.66,0.19,1.8
18544,12,5,2016,2,9,20.98,40.8243,14.4183,2,2.48,0.36,1.8
18545,13,5,2016,6,26,54.32,41.3438,14.4268,9.7,2.45,0.19,1.8
18546,14,5,2016,0,38,55.89,43.3778,12.7282,13.7,1.94,0.2,1.8
18547,15,5,2016,17,33,52.49,42.3708,13.3838,7.8,1.94,0.2,1.8
18548,16,5,2016,9,54,25.75,43.3825,12.7603,12.1,3.01,0.17,1.8
18549,16,5,2016,10,2,9.46,42.9137,13.2912,8.7,2.14,0.2,1.8
18550,17,5,2016,5,51,52.88,41.1368,14.9047,10.9,2.14,0.2,1.8
18551,17,5,2016,5,56,37.17,41.155,14.9227,12.2,1.94,0.2,1.8
18552,17,5,2016,6,1,12.07,41.1213,14.8812,11.9,2.25,0.2,1.8
18553,17,5,2016,6,3,26.64,41.1582,14.9205,10.9,2.04,0.2,1.8
18554,17,5,2016,6,30,46.17,41.1428,14.9148,11,2.35,0.2,1.8
18555,17,5,2016,6,49,9.75,41.1458,14.917,11.9,2.04,0.2,1.8
18556,17,5,2016,8,40,18.21,41.1373,14.9122,11,2.14,0.2,1.8
18557,17,5,2016,8,42,21.66,41.1557,14.9217,10.9,2.04,0.2,1.8
18558,17,5,2016,8,45,31.26,41.1477,14.9175,10.5,2.66,0.19,1.8
18559,19,5,2016,22,30,24.92,41.1427,14.9108,11,1.83,0.2,1.8
18560,20,5,2016,0,2,55.79,41.1413,14.8868,10.9,2.04,0.2,1.8
18561,20,5,2016,3,38,53.85,41.1528,14.9053,10.7,2.14,0.2,1.8
18562,20,5,2016,4,2,4.53,41.1568,14.9233,10.1,2.45,0.19,1.8
18563,20,5,2016,9,50,45.46,42.5485,13.2378,14.4,1.83,0.2,1.8
18564,21,5,2016,14,29,36.99,44.3453,11.5318,22.5,2.87,0.19,1.8
18565,21,5,2016,15,4,18.98,44.3447,11.5397,28.1,1.94,0.2,1.8
18566,22,5,2016,1,14,37.05,44.353,11.5437,27,1.83,0.2,1.8
18567,22,5,2016,4,36,59.03,42.9447,12.4423,6.3,1.83,0.2,1.8
18568,23,5,2016,13,32,54.64,42.3867,13.5955,8.9,1.83,0.2,1.8
18569,23,5,2016,15,44,11.59,43.158,13.0158,10.8,2.84,0.17,1.8
18570,23,5,2016,17,23,3.93,42.4012,13.3413,9.2,2.14,0.2,1.8
18571,23,5,2016,21,38,19.89,42.4555,12.8917,7.6,2.87,0.19,1.8
18572,24,5,2016,12,25,38.39,41.8813,14.0585,15,1.94,0.2,1.8
18573,24,5,2016,20,24,8.48,42.5872,13.0518,11,1.94,0.2,1.8
18574,25,5,2016,16,27,41.34,44.3152,11.5422,22.4,2.25,0.2,1.8
18575,27,5,2016,20,18,33.28,41.1682,14.9102,11,2.04,0.2,1.8
18576,29,5,2016,19,17,18.76,43.0327,12.5813,8.8,2.25,0.2,1.8
18577,30,5,2016,2,52,13.88,42.269,13.5802,8.8,1.83,0.2,1.8
18578,30,5,2016,5,45,51.01,41.5768,14.4285,10,2.45,0.19,1.8
18579,30,5,2016,20,24,20.46,42.7003,11.9762,7.9,4.34,0.07,1.8
18580,30,5,2016,20,28,22.63,42.7168,11.9378,8.8,1.83,0.2,1.8
18581,30,5,2016,21,4,38.2,42.7107,11.9738,8.1,1.94,0.2,1.8
18582,30,5,2016,21,5,4.95,42.7133,11.932,7.9,1.94,0.2,1.8
18583,30,5,2016,21,49,15.75,42.7213,11.9458,9.2,1.83,0.2,1.8
18584,30,5,2016,23,27,59.81,42.7057,11.9608,7.3,2.25,0.2,1.8
18585,30,5,2016,23,32,35.28,42.7083,11.9605,7.9,2.04,0.2,1.8
18586,30,5,2016,23,35,8.62,42.7062,11.9555,8,2.14,0.2,1.8
18587,31,5,2016,9,22,31.47,42.7342,11.8587,5.8,3.49,0.19,1.8
18588,31,5,2016,9,27,58.83,42.7292,11.8797,6.8,2.66,0.19,1.8
18589,31,5,2016,9,33,58.03,42.7428,11.8573,7,1.94,0.2,1.8
18590,31,5,2016,10,15,20.01,42.7307,11.8753,6.9,1.83,0.2,1.8
18591,31,5,2016,11,34,22.44,41.6402,15.1353,21.1,2.97,0.19,1.8
18592,31,5,2016,12,43,47.56,42.7358,11.8782,7.7,2.25,0.2,1.8
18593,31,5,2016,18,0,31.06,43.1602,13.4358,20.6,2.25,0.2,1.8
18594,31,5,2016,18,24,24.82,42.7007,11.9532,7.6,2.66,0.19,1.8
18595,31,5,2016,20,2,21.96,42.7353,11.8618,7.1,2.45,0.19,1.8
18596,31,5,2016,20,31,30.52,42.6938,11.9632,8.1,3.08,0.19,1.8
18597,31,5,2016,20,53,34.64,42.7007,11.9533,6.4,1.83,0.2,1.8
18598,31,5,2016,21,47,3.35,42.692,11.9622,6,2.56,0.19,1.8
18599,1,6,2016,0,39,19.57,42.6977,11.9347,10.3,1.83,0.2,1.8
18600,1,6,2016,2,5,28.92,42.6897,11.9377,7.1,1.83,0.2,1.8
18601,1,6,2016,2,18,5.8,42.6888,11.942,7,1.83,0.2,1.8
18602,1,6,2016,2,28,23.76,42.6858,11.9502,5.7,2.56,0.19,1.8
18603,1,6,2016,2,29,43.66,42.686,11.9448,6.3,2.56,0.19,1.8
18604,2,6,2016,2,49,42.65,42.6923,11.9668,7.1,2.45,0.19,1.8
