ID,day,month,year,hour,minute,second,latitude,longitude,depth,mw,err_mw,mc
3781,21,1,2001,9,42,12.32,44.1437,12.1953,8.1,2.58,0.3,2.5
3782,21,1,2001,21,19,25.38,42.8032,13.0143,7.1,2.58,0.3,2.5
3783,23,1,2001,12,11,28.08,44.0832,12.1893,4.4,2.68,0.3,2.5
3784,25,1,2001,0,44,47.89,44.069,12.2308,22.3,2.58,0.3,2.5
3785,28,1,2001,12,35,18.25,44.1572,12.253,24.4,2.68,0.3,2.5
3786,29,1,2001,10,3,33.89,44.1,12.2192,15.7,2.78,0.3,2.5
3787,30,1,2001,8,51,46.89,41.6222,13.8057,8.7,2.68,0.3,2.5
3788,4,2,2001,0,47,37.9,42.8972,11.681,23.5,2.58,0.3,2.5
3789,4,2,2001,4,50,0.73,42.1943,13.7777,6.3,3.38,0.3,2.5
3790,8,2,2001,14,29,9.51,41.669,14.2735,12.5,2.98,0.3,2.5
3791,12,2,2001,15,19,22.35,44.05,12.1605,4.6,2.78,0.3,2.5
3792,13,2,2001,17,6,39.12,43.648,13.5273,4,2.58,0.3,2.5
3793,13,2,2001,19,35,14.09,44.0748,12.1627,4.3,2.58,0.3,2.5
3794,20,2,2001,6,4,29.41,42.9438,13.0355,7.9,2.58,0.3,2.5
3795,22,2,2001,4,1,27.88,44.1105,12.2437,26.2,2.88,0.3,2.5
3796,22,2,2001,5,49,11.88,44.1018,12.2365,27.3,3.28,0.3,2.5
3797,22,2,2001,23,28,59.8,44.1013,12.2038,5.9,2.88,0.3,2.5
3798,23,2,2001,3,13,20.66,44.0805,12.1718,0,2.96,0.19,2.5
3799,27,2,2001,15,42,40.95,41.666,14.2625,11.4,2.96,0.19,2.5
3800,2,3,2001,3,40,45.5,41.6433,14.2467,13.3,2.66,0.19,2.5
3801,9,3,2001,5,48,20.04,40.358,13.0298,9.9,2.68,0.3,2.5
3802,20,3,2001,20,59,58.95,41.5925,12.6358,10.4,2.98,0.3,2.5
3803,21,3,2001,21,21,31.65,42.2783,12.5868,8.1,2.68,0.3,2.5
3804,21,3,2001,22,9,8.57,42.252,12.6762,0.8,2.88,0.3,2.5
3805,23,3,2001,0,50,16.08,42.2567,12.5685,4.1,3.46,0.19,2.5
3806,23,3,2001,0,51,14.8,43.7085,11.8692,14.7,2.78,0.3,2.5
3807,23,3,2001,10,49,10.48,41.8898,15.3913,0,3.46,0.19,2.5
3808,26,3,2001,2,28,0.91,41.6285,14.2533,6,3.16,0.19,2.5
3809,26,3,2001,5,38,16.52,41.6388,14.2695,6.2,3.06,0.19,2.5
3810,16,4,2001,8,51,53.56,43.2465,12.7933,2.7,3.46,0.19,2.5
3811,1,5,2001,1,54,25.04,40.6363,15.2135,29.4,2.68,0.3,2.5
3812,9,5,2001,8,35,25.31,44.1595,11.924,20.2,2.58,0.3,2.5
3813,9,5,2001,10,59,24.17,42.9417,11.6745,2.7,2.88,0.3,2.5
3814,9,5,2001,18,50,18.67,42.9433,11.6823,0.1,2.68,0.3,2.5
3815,10,5,2001,16,11,36.47,43.1115,13.388,21.1,2.68,0.3,2.5
3816,10,5,2001,16,43,26.78,43.1087,13.393,21.2,2.86,0.19,2.5
3817,10,5,2001,18,49,56.95,44.1378,12.2903,18.1,2.58,0.3,2.5
3818,12,5,2001,9,50,28.76,44.1232,12.2592,0,2.78,0.3,2.5
3819,18,5,2001,23,2,7.84,42.8555,12.5563,0,2.76,0.19,2.5
3820,20,5,2001,5,7,50.4,42.856,12.545,2.9,2.68,0.3,2.5
3821,22,5,2001,3,28,49.93,43.0765,12.8732,4.5,2.68,0.3,2.5
3822,26,5,2001,23,53,27.72,40.3898,14.8045,6.1,2.58,0.3,2.5
3823,28,5,2001,7,40,27.81,43.3535,11.6985,5.6,2.68,0.3,2.5
3824,29,5,2001,18,30,4.31,42.4752,13.1268,15.8,2.68,0.3,2.5
3825,4,6,2001,18,59,44.21,40.7548,15.2773,0.9,2.58,0.3,2.5
3826,10,6,2001,1,0,6.3,43.3215,11.4095,0,2.78,0.3,2.5
3827,12,6,2001,7,52,8.19,43.3697,12.5472,2.4,2.88,0.3,2.5
3828,12,6,2001,7,58,32.7,43.3718,12.5498,2.3,2.78,0.3,2.5
3829,12,6,2001,21,35,41.49,43.3713,12.549,1.5,2.78,0.3,2.5
3830,13,6,2001,20,37,17.09,43.3608,12.5588,1.4,2.58,0.3,2.5
3831,13,6,2001,23,25,10.64,41.6338,14.2673,6.2,2.86,0.19,2.5
3832,15,6,2001,19,16,51.2,42.5412,13.2437,0.2,2.56,0.19,2.5
3833,15,6,2001,22,55,50.39,41.7155,14.3337,11.9,2.58,0.3,2.5
3834,16,6,2001,3,33,41.28,41.6153,14.2338,3,2.86,0.19,2.5
3835,22,6,2001,23,37,15.12,43.3702,12.5457,1.8,2.78,0.3,2.5
3836,23,6,2001,13,15,46.85,44.2087,11.5652,0.2,2.68,0.3,2.5
3837,27,6,2001,2,34,47.95,43.4663,12.4015,5,2.58,0.3,2.5
3838,27,6,2001,19,58,31.12,41.6217,14.2985,21.3,2.58,0.3,2.5
3839,1,7,2001,1,49,55.74,41.6087,14.3643,29.3,3.76,0.19,2.5
3840,2,7,2001,10,4,43.18,41.7832,15.3725,22.9,4.26,0.07,2.5
3841,4,7,2001,9,55,56.5,41.6653,14.2507,8.7,2.78,0.3,2.5
3842,4,7,2001,20,2,16.1,41.401,13.888,1.8,3.08,0.3,2.5
3843,5,7,2001,0,17,44,41.6535,14.2482,8.7,2.58,0.3,2.5
3844,7,7,2001,13,1,51.11,43.3657,12.5465,1.2,2.58,0.3,2.5
3845,8,7,2001,1,31,49.56,41.6582,14.275,9.7,2.76,0.19,2.5
3846,8,7,2001,1,53,15.95,41.6802,14.3,11.3,2.58,0.3,2.5
3847,8,7,2001,11,57,15.36,41.8128,14.3585,6,2.56,0.19,2.5
3848,10,7,2001,0,2,5.34,42.5515,13.274,6.2,2.78,0.3,2.5
3849,13,7,2001,0,17,38.03,41.606,14.2095,1.5,3.96,0.19,2.5
3850,21,7,2001,22,14,31.75,42.8913,12.8227,0,2.58,0.3,2.5
3851,28,7,2001,4,31,33.02,42.9447,12.4708,5.7,2.58,0.3,2.5
3852,29,7,2001,1,1,54.98,42.5677,12.5482,2.9,2.96,0.19,2.5
3853,29,7,2001,13,2,46.7,42.9487,12.6428,7.2,2.58,0.3,2.5
3854,4,8,2001,21,35,55,41.169,14.9298,10,2.68,0.3,2.5
3855,8,8,2001,9,1,52.84,41.6383,14.2513,7.7,2.66,0.19,2.5
3856,14,8,2001,0,55,13.38,40.8035,15.2982,0,2.88,0.3,2.5
3857,15,8,2001,3,23,59.81,42.8048,12.9833,5.2,2.66,0.19,2.5
3858,16,8,2001,19,34,25.4,43.7565,13.319,0,2.68,0.3,2.5
3859,25,8,2001,2,16,59.73,40.8262,15.2192,6.5,2.58,0.3,2.5
3860,25,8,2001,20,7,16.83,43.0628,13.5295,23.4,2.78,0.3,2.5
3861,26,8,2001,20,6,22.85,42.3562,13.4673,18.3,2.98,0.3,2.5
3862,5,9,2001,22,54,18.01,44.2472,11.9733,27.5,2.98,0.3,2.5
3863,17,9,2001,15,8,17.71,42.84,11.5073,4.4,2.88,0.3,2.5
3864,21,9,2001,22,3,58.36,41.6915,13.473,5,2.56,0.19,2.5
3865,23,9,2001,3,11,3.07,43.9138,13.3227,5.9,2.96,0.19,2.5
3866,25,9,2001,20,31,52.35,41.9787,12.7353,4.9,2.58,0.3,2.5
3867,27,9,2001,16,25,10.25,43.032,14.4307,0,2.96,0.19,2.5
3868,28,9,2001,5,20,29.63,40.4928,14.9,0.1,2.78,0.3,2.5
3869,29,9,2001,14,35,5.2,43.7038,14.7855,17.5,3.08,0.3,2.5
3870,2,10,2001,22,35,27.15,43.0307,14.462,0,2.98,0.3,2.5
3871,4,10,2001,6,5,48.71,42.0455,13.2648,5.3,2.58,0.3,2.5
3872,18,10,2001,17,43,43.18,42.894,13.6043,24,3.06,0.19,2.5
3873,20,10,2001,15,24,3.89,43.6572,12.1007,2.4,2.78,0.3,2.5
3874,21,10,2001,5,4,18.77,43.6372,12.0517,3,2.78,0.3,2.5
3875,21,10,2001,11,41,44.28,43.252,11.4352,8,2.58,0.3,2.5
3876,21,10,2001,14,8,47.29,43.2465,11.4522,9.6,2.98,0.3,2.5
3877,24,10,2001,2,3,48.4,43.4617,12.429,2.7,2.56,0.19,2.5
3878,4,11,2001,20,4,44.87,41.5135,13.8498,0,2.88,0.3,2.5
3879,7,11,2001,23,30,19.76,41.495,14.4355,0,2.58,0.3,2.5
3880,10,11,2001,0,1,52.13,42.5883,13.4268,0.1,2.88,0.3,2.5
3881,13,11,2001,7,5,26.76,42.3288,12.7362,0,3.06,0.19,2.5
3882,13,11,2001,7,5,31.05,42.4385,13.057,18.2,2.58,0.3,2.5
3883,16,11,2001,21,54,25.67,40.919,14.6395,1.6,2.78,0.3,2.5
3884,20,11,2001,13,33,15.55,42.4942,13.1048,5,2.56,0.19,2.5
3885,23,11,2001,4,6,32.12,42.7887,12.5412,4.8,2.56,0.19,2.5
3886,25,11,2001,23,57,3.53,43.6023,12.1157,5.4,2.78,0.3,2.5
3887,26,11,2001,0,56,55.46,43.6,12.1087,5.5,4.63,0.07,2.5
3888,26,11,2001,1,29,31.82,43.6165,12.1015,5.7,2.78,0.3,2.5
3889,26,11,2001,1,39,59.7,43.598,12.1148,2.3,2.58,0.3,2.5
3890,26,11,2001,6,13,47.08,43.6062,12.1,6,2.68,0.3,2.5
3891,26,11,2001,6,53,23.29,43.6172,12.112,3.9,2.78,0.3,2.5
3892,26,11,2001,7,37,56.4,41.8743,12.7693,3.7,2.76,0.19,2.5
3893,26,11,2001,12,34,13.2,43.592,12.1007,5.8,3.8,0.07,2.5
3894,26,11,2001,13,35,49.46,43.5915,12.1058,5.5,2.98,0.3,2.5
3895,26,11,2001,19,23,44.83,43.843,12.0558,14.4,3.08,0.3,2.5
3896,26,11,2001,23,16,44.1,43.8867,11.9718,29.8,3.18,0.3,2.5
3897,27,11,2001,12,11,39.65,43.6165,12.1205,5.5,2.58,0.3,2.5
3898,27,11,2001,15,4,0.09,43.623,12.1285,5,2.68,0.3,2.5
3899,29,11,2001,6,28,32.91,43.8367,12.0563,4.1,2.58,0.3,2.5
3900,5,12,2001,19,39,18.51,43.581,12.087,3.9,2.68,0.3,2.5
3901,6,12,2001,13,39,5.88,43.5822,12.09,4.2,2.78,0.3,2.5
3902,9,12,2001,12,15,9.17,40.7787,15.2787,8.8,3.56,0.19,2.5
3903,10,12,2001,2,20,35.82,43.5987,12.0598,2.4,2.58,0.3,2.5
3904,10,12,2001,6,39,17.91,43.0002,14.8962,3.8,2.68,0.3,2.5
3905,19,12,2001,7,20,22.48,41.8798,12.9648,23.1,3.36,0.19,2.5
3906,20,12,2001,1,54,9.07,41.9008,12.9722,17.4,3.96,0.19,2.5
3907,20,12,2001,2,3,33.96,41.8593,12.9677,19.9,2.68,0.3,2.5
3908,20,12,2001,2,47,2.8,41.9293,12.9638,0,2.58,0.3,2.5
3909,21,12,2001,18,53,19.32,41.8287,13.0475,8.5,3.16,0.19,2.5
3910,23,12,2001,1,31,37.9,43.6083,12.1218,5.4,3.16,0.19,2.5
3911,25,12,2001,14,8,51.23,43.8447,12.0475,2.8,2.58,0.3,2.5
3912,28,12,2001,1,1,11.52,43.1882,13.048,15,2.96,0.19,2.5
3913,29,12,2001,9,10,30.17,41.9115,12.9912,13,2.66,0.19,2.5
3914,2,1,2002,2,9,27.12,40.7547,15.391,11.8,2.58,0.3,2.5
3915,2,1,2002,2,17,15.32,40.7577,15.381,9.1,2.68,0.3,2.5
3916,3,1,2002,3,45,30.3,43.8712,12.334,28,3.86,0.19,2.5
3917,3,1,2002,6,2,46.84,43.8353,12.0552,0.1,2.58,0.3,2.5
3918,4,1,2002,16,20,59.06,43.8788,12.0258,11.8,2.58,0.3,2.5
3919,8,1,2002,12,6,14.45,41.5327,13.8155,0.6,2.68,0.3,2.5
3920,18,1,2002,9,55,8.41,41.3817,14.606,0,2.78,0.3,2.5
3921,18,1,2002,18,33,58.13,41.3918,14.6165,0,2.98,0.3,2.5
3922,20,1,2002,0,28,3.64,41.3927,14.5952,0,2.68,0.3,2.5
3923,20,1,2002,5,34,29.42,42.6685,13.4575,0,2.98,0.3,2.5
3924,30,1,2002,21,0,8.1,41.1128,13.9318,5.8,2.78,0.3,2.5
3925,9,2,2002,2,8,22.34,43.3888,12.5347,1.8,2.68,0.3,2.5
3926,21,2,2002,14,36,11.21,43.5922,12.2867,25.5,4.09,0.07,2.5
3927,21,2,2002,22,37,2.98,41.8743,12.962,20,2.56,0.19,2.5
3928,22,2,2002,18,38,19.29,43.8552,11.9523,0.1,2.98,0.3,2.5
3929,24,2,2002,21,20,47.96,43.2228,11.7432,0.1,2.68,0.3,2.5
3930,26,2,2002,14,35,47.55,43.9582,11.7243,2.9,3.08,0.3,2.5
3931,26,2,2002,16,31,35.54,43.9278,11.7915,3.7,2.58,0.3,2.5
3932,2,3,2002,14,18,10.27,43.9665,11.9052,2.5,2.68,0.3,2.5
3933,5,3,2002,0,25,24.16,42.7883,14.7472,6.1,2.88,0.3,2.5
3934,11,3,2002,17,12,24.07,41.1665,11.8943,14.8,3.46,0.19,2.5
3935,12,3,2002,0,5,16.91,43.3142,14.0512,0.3,3.08,0.3,2.5
3936,12,3,2002,5,49,36.64,43.3763,14.2432,22.1,2.78,0.3,2.5
3937,18,3,2002,10,3,41.77,42.4528,13.472,0,2.58,0.3,2.5
3938,22,3,2002,18,40,4.42,40.7495,15.2992,0.6,2.88,0.3,2.5
3939,23,3,2002,23,31,42.45,43.2518,12.7602,10.1,2.58,0.3,2.5
3940,24,3,2002,0,4,20.61,43.3485,12.5493,3.5,2.68,0.3,2.5
3941,30,3,2002,22,19,43.7,42.8987,13.8417,8.6,2.76,0.19,2.5
3942,31,3,2002,17,30,15.7,43.6895,11.9632,0,2.58,0.3,2.5
3943,16,4,2002,15,53,12.35,42.9387,12.9198,9.3,2.58,0.3,2.5
3944,17,4,2002,15,53,23.74,41.8898,12.9963,4.4,2.86,0.19,2.5
3945,18,4,2002,17,17,58.64,43.8057,12.0283,5,2.58,0.3,2.5
3946,20,4,2002,13,33,9.33,43.4387,12.6015,0,2.88,0.3,2.5
3947,30,4,2002,21,24,48.91,43.9097,11.6617,0,3.75,0.07,2.5
3948,1,5,2002,18,11,15.92,43.6648,13.4332,11,2.98,0.3,2.5
3949,3,5,2002,19,50,5.53,41.2513,14.2722,0,2.68,0.3,2.5
3950,7,5,2002,8,48,33.94,42.7098,12.967,5.7,2.86,0.19,2.5
3951,13,5,2002,12,55,30.14,41.92,12.9783,7.1,2.66,0.19,2.5
3952,19,5,2002,1,47,21.96,42.4598,12.9817,0,2.96,0.19,2.5
3953,19,5,2002,7,45,36.27,43.2158,12.6128,11.5,2.68,0.3,2.5
3954,26,5,2002,1,17,51.69,43.515,12.4433,3.8,2.58,0.3,2.5
3955,27,5,2002,14,41,56.93,43.4878,12.4218,4.7,2.88,0.3,2.5
3956,28,5,2002,12,34,55.13,42.79,13.0983,9.3,2.76,0.19,2.5
3957,29,5,2002,4,12,18.64,43.7338,13.9845,19.8,2.78,0.3,2.5
3958,30,5,2002,21,1,19.88,43.4937,12.4187,0,2.78,0.3,2.5
3959,7,6,2002,2,9,36.6,44.338,12.8567,1.7,2.58,0.3,2.5
3960,18,6,2002,20,57,36.39,42.2263,13.8322,22,2.96,0.19,2.5
3961,20,6,2002,8,54,0.15,41.885,15.3847,24.3,2.98,0.3,2.5
3962,22,6,2002,11,29,0.27,42.399,13.4228,10.5,2.56,0.19,2.5
3963,25,6,2002,8,49,47.61,43.1943,11.7025,0.1,3.28,0.3,2.5
3964,25,6,2002,12,1,49.33,43.1897,11.7068,0.1,3.18,0.3,2.5
3965,7,7,2002,13,24,44.12,42.741,13.0153,6.3,3.16,0.19,2.5
3966,8,7,2002,8,12,1.87,40.7118,15.2842,14.6,4.06,0.19,2.5
3967,12,7,2002,9,59,51.39,40.7963,15.1503,0,2.98,0.3,2.5
3968,3,8,2002,19,21,54.49,42.6278,13.045,6.8,3.06,0.19,2.5
3969,5,8,2002,22,42,23.93,41.448,14.7043,0,2.56,0.19,2.5
3970,9,8,2002,11,44,51.47,40.6365,15.382,0,2.58,0.3,2.5
3971,10,8,2002,23,4,52.25,40.8025,15.3893,10.1,2.58,0.3,2.5
3972,16,8,2002,6,11,51.6,42.3375,13.0148,3.5,3.06,0.19,2.5
3973,27,8,2002,17,39,59.09,43.9223,13.5205,4.8,2.68,0.3,2.5
3974,27,8,2002,23,2,12.26,42.9487,13.3037,19.9,2.56,0.19,2.5
3975,7,9,2002,9,15,16.3,43.482,12.4343,4.2,2.78,0.3,2.5
3976,15,9,2002,5,35,2.8,43.48,12.4373,2,2.58,0.3,2.5
3977,15,9,2002,10,26,34.75,43.4655,12.4493,0,2.56,0.19,2.5
3978,15,9,2002,11,32,48.64,43.4845,12.4513,10.1,2.58,0.3,2.5
3979,15,9,2002,18,2,3.52,43.459,12.4568,0,2.58,0.3,2.5
3980,21,9,2002,18,55,8.41,43.3525,12.5503,0.1,2.68,0.3,2.5
3981,24,9,2002,15,22,9.61,41.8317,13.2903,18.7,3.16,0.19,2.5
3982,28,9,2002,20,43,49.41,42.4628,13.2843,8.5,2.56,0.19,2.5
3983,3,10,2002,10,27,4.17,43.774,12.057,2.9,2.88,0.3,2.5
3984,9,10,2002,12,54,47.16,43.641,12.5015,0,2.88,0.3,2.5
3985,10,10,2002,2,35,53.79,43.4308,11.8493,5.1,3.08,0.3,2.5
3986,12,10,2002,19,55,44.19,42.0453,13.8505,6.7,2.68,0.3,2.5
3987,15,10,2002,5,28,25.54,42.8353,12.3412,3.1,2.58,0.3,2.5
3988,29,10,2002,1,30,40.93,41.5865,14.0495,0,3.26,0.19,2.5
3989,29,10,2002,22,44,40.42,43.0393,12.8242,6.5,3.08,0.3,2.5
3990,30,10,2002,18,44,55.1,41.724,13.674,5.7,2.96,0.19,2.5
3991,31,10,2002,0,25,44.69,41.6915,14.9182,11,2.86,0.19,2.5
3992,31,10,2002,2,27,19.74,41.7413,14.8727,6.8,3.56,0.19,2.5
3993,31,10,2002,6,15,55.2,41.647,14.945,0,2.66,0.19,2.5
3994,31,10,2002,10,32,59.05,41.7167,14.8932,25.2,5.74,0.07,2.5
3995,31,10,2002,10,44,7.02,41.6972,14.8283,0.1,2.58,0.3,2.5
3996,31,10,2002,10,54,41.16,41.6698,14.8502,10.2,3.36,0.19,2.5
3997,31,10,2002,11,2,43.75,41.7065,14.8482,14.7,3.16,0.19,2.5
3998,31,10,2002,11,9,35.56,41.6463,14.7932,0,2.66,0.19,2.5
3999,31,10,2002,11,17,14.44,41.6265,14.8242,0,2.76,0.19,2.5
4000,31,10,2002,11,54,43.69,41.8365,14.8182,7.1,2.66,0.19,2.5
4001,31,10,2002,11,56,38.35,41.7377,14.9377,16,3.86,0.19,2.5
4002,31,10,2002,12,10,12.03,41.4208,14.398,0,3.06,0.19,2.5
4003,31,10,2002,12,18,26.71,41.6345,14.8097,20.5,2.66,0.19,2.5
4004,31,10,2002,12,22,30.75,41.6513,14.8358,4.8,3.16,0.19,2.5
4005,31,10,2002,12,49,31.31,41.6035,14.7817,0,3.06,0.19,2.5
4006,31,10,2002,13,3,48,41.6982,14.8425,15.6,4.16,0.19,2.5
4007,31,10,2002,14,22,53.67,41.717,14.8665,6.7,2.66,0.19,2.5
4008,31,10,2002,15,10,17.54,41.6615,14.849,8.5,2.66,0.19,2.5
4009,31,10,2002,15,54,8.97,41.6965,14.9783,0,3.56,0.19,2.5
4010,31,10,2002,16,56,43.26,41.7282,14.9098,17.7,3.86,0.19,2.5
4011,31,10,2002,17,14,21.24,41.6328,15.0015,4.2,2.66,0.19,2.5
4012,31,10,2002,17,22,8.39,41.6827,14.8298,8.8,3.26,0.19,2.5
4013,31,10,2002,18,27,34.3,41.6835,14.8388,11.7,2.56,0.19,2.5
4014,31,10,2002,18,44,1.49,41.6572,14.8898,0.2,2.56,0.19,2.5
4015,31,10,2002,21,33,14.73,41.7277,14.8347,5.8,3.46,0.19,2.5
4016,31,10,2002,22,56,55.87,41.721,14.8902,19.6,3.56,0.19,2.5
4017,1,11,2002,0,9,13.89,41.6827,14.8353,5.1,2.78,0.3,2.5
4018,1,11,2002,0,40,43.89,41.6813,14.8837,6.5,2.76,0.19,2.5
4019,1,11,2002,1,45,6.72,41.6683,14.8473,6,2.56,0.19,2.5
4020,1,11,2002,2,16,48.93,41.6247,14.8148,6,2.68,0.3,2.5
4021,1,11,2002,2,30,2.66,41.6758,15.0082,5.2,2.78,0.3,2.5
4022,1,11,2002,9,21,1.59,41.7038,14.8357,6.1,2.56,0.19,2.5
4023,1,11,2002,9,27,24.79,41.736,14.8873,0,3.56,0.19,2.5
4024,1,11,2002,9,45,34.84,41.6845,14.8482,0,2.96,0.19,2.5
4025,1,11,2002,11,31,56.4,41.6902,14.9262,0.1,3.46,0.19,2.5
4026,1,11,2002,12,46,20.72,41.6607,14.796,3.5,2.76,0.19,2.5
4027,1,11,2002,14,11,25.87,41.7162,14.8607,0.1,2.76,0.19,2.5
4028,1,11,2002,15,9,1.92,41.7415,14.8432,21.4,5.72,0.07,2.5
4029,1,11,2002,15,19,53.79,41.7173,14.8373,13.6,4.36,0.19,2.5
4030,1,11,2002,15,42,4.75,41.6867,14.8212,6.1,3.46,0.19,2.5
4031,1,11,2002,15,51,15.05,41.6705,14.8073,6,3.26,0.19,2.5
4032,1,11,2002,15,56,30.63,41.6793,14.722,8.2,2.66,0.19,2.5
4033,1,11,2002,16,3,3.03,41.6953,14.8058,24.5,3.16,0.19,2.5
4034,1,11,2002,16,11,28.22,41.7368,14.8602,24.3,2.96,0.19,2.5
4035,1,11,2002,16,18,8.66,41.7095,14.8418,5,2.66,0.19,2.5
4036,1,11,2002,16,27,59.73,41.7082,14.8248,3.9,3.46,0.19,2.5
4037,1,11,2002,16,49,45.2,41.7442,14.8335,23.6,3.26,0.19,2.5
4038,1,11,2002,17,21,31.31,41.737,14.841,26.5,4.47,0.07,2.5
4039,1,11,2002,18,2,41.61,41.6892,14.8407,8.6,3.46,0.19,2.5
4040,1,11,2002,18,4,6.11,41.6907,14.8235,6.3,3.18,0.3,2.5
4041,1,11,2002,18,34,24.96,41.7615,14.8832,6,2.56,0.19,2.5
4042,1,11,2002,18,50,31.75,41.53,14.851,6.1,2.96,0.19,2.5
4043,1,11,2002,18,52,45.9,41.7453,14.8742,6,3.16,0.19,2.5
4044,1,11,2002,19,51,7.42,41.6875,14.81,28.2,3.06,0.19,2.5
4045,1,11,2002,22,30,2.27,41.7212,14.8365,20.4,3.38,0.3,2.5
4046,1,11,2002,23,9,35.5,41.6822,14.7728,4.8,2.76,0.19,2.5
4047,1,11,2002,23,59,59.65,41.769,14.8648,6.1,2.68,0.3,2.5
4048,2,11,2002,1,20,11.46,41.6888,14.8602,0.1,2.66,0.19,2.5
4049,2,11,2002,1,58,3.49,41.6752,14.8507,3.6,2.68,0.3,2.5
4050,2,11,2002,2,0,51.53,41.7412,14.8952,6.3,2.58,0.3,2.5
4051,2,11,2002,2,6,30.49,41.6898,14.796,13,2.66,0.19,2.5
4052,2,11,2002,2,17,48.14,41.6952,14.8258,6.2,2.68,0.3,2.5
4053,2,11,2002,2,26,16.24,41.7042,14.8635,25.4,3.86,0.19,2.5
4054,2,11,2002,2,37,1.42,41.758,14.8412,21.2,4.06,0.19,2.5
4055,2,11,2002,3,40,39.69,41.785,14.8282,7.5,2.88,0.3,2.5
4056,2,11,2002,3,45,50.17,41.6888,14.8333,0,2.76,0.19,2.5
4057,2,11,2002,3,50,3.37,41.679,14.8283,3.4,2.88,0.3,2.5
4058,2,11,2002,6,21,44.82,41.6915,14.8117,8.4,3.96,0.19,2.5
4059,2,11,2002,7,35,34.17,41.7075,14.8912,0.1,2.76,0.19,2.5
4060,2,11,2002,9,28,24.36,41.7835,14.7917,4.6,2.58,0.3,2.5
4061,2,11,2002,11,12,33.18,41.7043,14.8335,8,3.16,0.19,2.5
4062,2,11,2002,11,36,10.09,41.6978,14.7695,0.2,2.86,0.19,2.5
4063,2,11,2002,12,42,58.94,41.6437,14.913,6.2,2.56,0.19,2.5
4064,2,11,2002,13,23,4.8,41.7105,14.8583,0,3.06,0.19,2.5
4065,2,11,2002,13,39,5.82,41.6813,14.8257,4.9,2.66,0.19,2.5
4066,2,11,2002,16,4,33.56,41.7733,14.8112,5.3,2.56,0.19,2.5
4067,2,11,2002,17,20,36.28,41.7303,14.8047,23.2,3.26,0.19,2.5
4068,2,11,2002,19,19,10.28,41.7265,14.8405,0,2.76,0.19,2.5
4069,2,11,2002,19,33,4.4,41.6937,14.787,5,2.56,0.19,2.5
4070,2,11,2002,20,36,7.43,41.6933,14.8825,0,2.76,0.19,2.5
4071,2,11,2002,23,27,59.7,41.7387,14.9045,19.3,3.86,0.19,2.5
4072,2,11,2002,23,59,10.79,41.7463,14.919,19.8,3.56,0.19,2.5
4073,3,11,2002,0,55,4.45,41.7395,14.8225,6.2,2.68,0.3,2.5
4074,3,11,2002,1,3,43.38,41.647,14.8027,8.6,2.56,0.19,2.5
4075,3,11,2002,1,4,44.08,41.6508,14.7648,13.1,2.68,0.3,2.5
4076,3,11,2002,2,5,23.67,41.7832,14.8968,1.5,2.58,0.3,2.5
4077,3,11,2002,4,2,40.32,41.7503,14.8317,5.1,2.68,0.3,2.5
4078,3,11,2002,4,52,28.75,41.6662,14.7693,16.1,2.76,0.19,2.5
4079,3,11,2002,6,1,35.85,41.7512,14.9327,19.2,2.76,0.19,2.5
4080,3,11,2002,6,29,24.67,41.6627,14.842,21.3,2.66,0.19,2.5
4081,3,11,2002,13,39,19.3,41.671,14.865,13.4,2.66,0.19,2.5
4082,3,11,2002,14,34,12.61,41.6648,14.8073,2.8,3.06,0.19,2.5
4083,3,11,2002,19,15,12.7,41.7303,14.8795,24.8,2.58,0.3,2.5
4084,3,11,2002,21,26,6.42,41.7073,14.8617,0,2.78,0.3,2.5
4085,3,11,2002,23,41,0.62,41.7118,14.8047,4.9,2.58,0.3,2.5
4086,4,11,2002,0,35,46.88,41.7505,14.8372,22.2,4.56,0.19,2.5
4087,4,11,2002,1,19,21.71,41.678,14.955,6.2,2.56,0.19,2.5
4088,4,11,2002,2,36,9.59,43.4068,12.5968,0,3.18,0.3,2.5
4089,4,11,2002,2,44,8.52,41.7075,14.778,5,2.58,0.3,2.5
4090,4,11,2002,3,26,30.62,41.7643,14.8232,21.1,4.26,0.19,2.5
4091,4,11,2002,3,49,27.59,41.7617,14.8342,10.4,3.86,0.19,2.5
4092,4,11,2002,7,56,8.02,41.7355,14.8405,6,2.76,0.19,2.5
4093,4,11,2002,9,28,21.3,41.7538,14.8733,0.4,3.86,0.19,2.5
4094,4,11,2002,11,11,44.05,41.7463,14.9125,6,3.06,0.19,2.5
4095,4,11,2002,14,31,30.21,41.698,14.8815,0.1,3.16,0.19,2.5
4096,4,11,2002,15,22,35.51,41.6955,14.7737,5,2.56,0.19,2.5
4097,4,11,2002,16,11,18.53,41.6813,14.8355,8.7,2.56,0.19,2.5
4098,4,11,2002,18,45,26.54,41.6948,14.9058,0,3.16,0.19,2.5
4099,5,11,2002,23,10,40.98,41.7245,14.9408,0,3.86,0.19,2.5
4100,6,11,2002,2,15,57.56,41.673,14.8933,0.1,2.58,0.3,2.5
4101,6,11,2002,17,1,0.2,41.6677,14.867,2.8,2.58,0.3,2.5
4102,7,11,2002,0,28,35.98,41.704,14.8537,3.2,2.66,0.19,2.5
4103,7,11,2002,6,51,41.37,41.6845,14.8762,6,2.86,0.19,2.5
