ID,day,month,year,hour,minute,second,latitude,longitude,depth,mw,mw_err,mc,cluster_id
6377,10,11,2005,8,12,26,37.4481,-2.0518,15.7,2.1808,0.2956,1.9,0
6378,11,11,2005,3,31,35,38.2163,-0.7548,11,2.0136,0.2852,1.9,0
6379,12,11,2005,4,32,53,37.4176,-2.247,0,2.5152,0.3164,1.9,0
6380,14,11,2005,19,55,37,37.4931,-1.8462,0,1.7628,0.2696,1.9,0
6381,16,11,2005,0,29,43,38.0552,-1.6628,10.6,1.6792,0.2644,1.9,0
6382,16,11,2005,18,43,39,37.6133,-3.2471,0,1.7628,0.2696,1.9,0
6383,17,11,2005,1,49,30,38.4129,-1.303,10.5,1.93,0.28,1.9,0
6384,17,11,2005,10,7,48,36.5384,-3.0625,0,1.8464,0.2748,1.9,0
6385,17,11,2005,18,42,3,37.2851,-3.0925,0,2.0136,0.2852,1.9,0
6386,20,11,2005,5,51,36,37.3292,-2.0159,0,1.5956,0.2592,1.9,0
6387,23,11,2005,22,58,7,37.0555,-2.5643,7.3,1.7628,0.2696,1.9,0
6388,27,11,2005,11,39,2,37.4626,-2.5271,0,1.5956,0.2592,1.9,0
6389,28,11,2005,5,51,19,37.1994,-3.215,0,1.5956,0.2592,1.9,0
6390,28,11,2005,10,41,9,37.8032,-1.7742,0,1.8464,0.2748,1.9,0
6391,28,11,2005,20,53,48,37.8359,-1.7519,6.2,1.7628,0.2696,1.9,0
6392,29,11,2005,19,45,35,38.3784,-1.249,0,2.5152,0.3164,1.9,0
6393,30,11,2005,10,26,11,37.1893,-2.8648,0,1.93,0.28,1.9,0
6394,2,12,2005,23,51,10,36.7101,-2.941,0,1.93,0.28,1.9,0
6395,3,12,2005,8,49,20,38.6285,-0.8294,10.9,2.348,0.306,1.9,0
6396,3,12,2005,22,58,5,38.6033,-0.8266,11.2,1.5956,0.2592,1.9,0
6397,4,12,2005,16,48,32,38.1652,-1.0077,0,1.6792,0.2644,1.9,0
6398,6,12,2005,22,52,5,37.7855,-3.3576,5,1.6792,0.2644,1.9,0
6399,10,12,2005,23,2,8,37.8519,-1.0487,0,1.93,0.28,1.9,0
6400,11,12,2005,1,56,30,37.9869,-0.7698,0,1.4284,0.2488,1.9,0
6401,15,12,2005,21,42,23,37.1391,-2.5725,0,3.1004,0.3528,1.9,0
6402,16,12,2005,7,41,15,37.064,-2.5887,11.3,2.1808,0.2956,1.9,0
6403,19,12,2005,2,27,43,36.8619,-2.9338,0,1.8464,0.2748,1.9,0
6404,20,12,2005,18,53,51,37.2505,-2.3087,0,1.93,0.28,1.9,0
6405,23,12,2005,17,5,26,37.2075,-2.2282,0,2.0972,0.2904,1.9,0
6406,24,12,2005,3,9,14,37.7381,-2.1909,0,1.7628,0.2696,1.9,0
6407,24,12,2005,11,30,29,37.7739,-3.3586,10.1,2.0136,0.2852,1.9,0
6408,25,12,2005,2,36,56,38.2821,-1.3312,0,1.3448,0.2436,1.9,0
6409,28,12,2005,5,35,19,37.9236,-2.4462,4.1,1.8464,0.2748,1.9,0
6410,29,12,2005,3,49,36,37.2617,-2.2916,14.3,1.93,0.28,1.9,0
6411,29,12,2005,4,37,26,37.2828,-2.3541,10.9,2.0972,0.2904,1.9,0
6412,29,12,2005,6,10,38,38.0365,-1.7796,21.3,2.0972,0.2904,1.9,0
6413,30,12,2005,22,0,7,37.8028,-1.7395,21.1,1.7628,0.2696,1.9,0
6414,31,12,2005,3,54,42,37.757,-1.9188,0,1.93,0.28,1.9,0
6415,31,12,2005,20,52,44,37.4745,-2.8591,0,1.512,0.254,1.9,0
6416,1,1,2006,16,9,54,37.469,-2.9,0,1.6792,0.2644,1.9,0
6417,1,1,2006,16,11,49,37.4758,-2.8748,9.9,1.5956,0.2592,1.9,0
6418,1,1,2006,22,16,28,37.4543,-1.83,0,1.8464,0.2748,1.9,0
6419,4,1,2006,21,12,52,36.9125,-2.6608,28.3,1.5956,0.2592,1.9,0
6420,5,1,2006,15,34,17,38.2072,-1.6712,10.3,1.8464,0.2748,1.9,0
6421,5,1,2006,16,12,14,37.2721,-2.3037,0,1.93,0.28,1.9,749
6422,5,1,2006,17,46,47,37.2837,-2.3181,11.3,2.348,0.306,1.9,749
6423,7,1,2006,17,26,0,37.4767,-1.9343,10.9,1.7628,0.2696,1.9,0
6424,8,1,2006,13,11,14,38.7479,-2.8594,16.2,2.4316,0.3112,1.9,0
6425,8,1,2006,15,8,41,36.8576,-3.2169,0,2.2644,0.3008,1.9,0
6426,10,1,2006,19,10,45,36.953,-2.4999,21.9,1.7628,0.2696,1.9,0
6427,13,1,2006,16,50,50,38.829,-0.8197,15,2.2644,0.3008,1.9,0
6428,14,1,2006,12,29,6,36.9145,-3.0005,0,1.93,0.28,1.9,0
6429,14,1,2006,12,29,13,36.8953,-3.0118,0,1.93,0.28,1.9,0
6430,14,1,2006,15,4,55,37.2085,-2.2692,24.5,1.93,0.28,1.9,0
6431,14,1,2006,15,5,55,37.271,-2.3093,13.1,2.0136,0.2852,1.9,0
6432,15,1,2006,8,53,33,38.2779,-0.6775,13.7,1.8464,0.2748,1.9,0
6433,18,1,2006,22,24,34,36.5616,-2.9304,0,2.0136,0.2852,1.9,0
6434,19,1,2006,7,51,46,37.2608,-2.32,12.8,2.0136,0.2852,1.9,0
6435,19,1,2006,12,25,58,37.3199,-3.0717,11.7,2.0136,0.2852,1.9,0
6436,19,1,2006,18,15,8,36.7915,-2.2806,9.7,2.5152,0.3164,1.9,0
6437,22,1,2006,4,21,52,37.4853,-2.0626,7.1,2.5988,0.3216,1.9,0
6438,23,1,2006,1,7,42,38.1796,-1.7068,0,1.5956,0.2592,1.9,0
6439,24,1,2006,2,53,18,36.4145,-3.1768,0,1.6792,0.2644,1.9,0
6440,24,1,2006,21,54,49,38.1318,-1.1543,0,2.0972,0.2904,1.9,0
6441,27,1,2006,3,10,43,36.851,-3.0266,0,1.6792,0.2644,1.9,0
6442,28,1,2006,14,26,12,36.9602,-2.331,3.5,2.0972,0.2904,1.9,0
6443,3,2,2006,3,24,52,37.3415,-2.3188,21.9,1.8464,0.2748,1.9,0
6444,4,2,2006,1,48,15,38.4175,-1.0333,16.1,2.0972,0.2904,1.9,0
6445,4,2,2006,22,47,37,38.3703,-1.266,0,2.0972,0.2904,1.9,0
6446,7,2,2006,23,54,45,38.8849,-0.7529,0,1.6792,0.2644,1.9,0
6447,10,2,2006,17,8,29,36.8508,-3.2037,0,2.0972,0.2904,1.9,0
6448,10,2,2006,21,59,31,36.7293,-3.3747,0,1.6792,0.2644,1.9,0
6449,11,2,2006,4,58,51,37.3691,-2.3164,0,1.93,0.28,1.9,0
6450,15,2,2006,2,8,39,37.3118,-2.213,13.4,1.4284,0.2488,1.9,0
6451,15,2,2006,11,37,22,37.8638,-1.7399,9.6,2.0136,0.2852,1.9,0
6452,16,2,2006,12,3,8,37.381,-3.3102,0,2.0136,0.2852,1.9,0
6453,17,2,2006,14,4,37,36.3942,-2.8632,0,2.2644,0.3008,1.9,0
6454,18,2,2006,3,53,1,36.7231,-3.1005,0,1.6792,0.2644,1.9,0
6455,18,2,2006,4,53,55,36.4937,-3.2516,0,1.93,0.28,1.9,0
6456,18,2,2006,15,9,47,36.8016,-2.4936,0,2.1808,0.2956,1.9,0
6457,18,2,2006,23,42,49,37.1805,-3.0867,0,1.5956,0.2592,1.9,0
6458,19,2,2006,2,28,15,38.612,-0.8545,0,1.7628,0.2696,1.9,0
6459,19,2,2006,17,59,50,37.1116,-3.2535,0,1.6792,0.2644,1.9,0
6460,23,2,2006,16,12,21,38.1161,-0.1409,11.3,2.0972,0.2904,1.9,0
6461,24,2,2006,13,10,21,37.1892,-1.9443,11.8,2.0136,0.2852,1.9,0
6462,24,2,2006,13,33,22,38.3617,-2.8133,0,1.5956,0.2592,1.9,0
6463,24,2,2006,19,27,2,38.2017,-0.8652,0,1.512,0.254,1.9,0
6464,25,2,2006,12,26,28,38.2452,-1.3325,0,3.2676,0.3632,1.9,265
6465,25,2,2006,12,28,58,38.2251,-1.3518,0,2.348,0.306,1.9,265
6466,25,2,2006,19,43,16,38.237,-1.3457,10.1,1.7628,0.2696,1.9,265
6467,26,2,2006,18,32,11,38.3311,-1.3309,0,1.6792,0.2644,1.9,0
6468,27,2,2006,13,48,47,38.065,-1.7409,0,1.8464,0.2748,1.9,0
6469,27,2,2006,16,24,38,37.7561,-3.344,21.1,2.0972,0.2904,1.9,0
6470,7,3,2006,23,30,55,37.4411,-2.0639,16,1.8464,0.2748,1.9,0
6471,8,3,2006,9,4,14,37.7135,-1.6164,6,3.4348,0.3736,1.9,196
6472,10,3,2006,18,9,22,37.6958,-1.5677,11.2,2.6824,0.3268,1.9,196
6473,12,3,2006,6,15,44,37.8196,-2.9652,23.1,1.4284,0.2488,1.9,0
6474,15,3,2006,13,13,19,37.2368,-1.9974,4.3,2.348,0.306,1.9,0
6475,19,3,2006,19,30,59,38.1585,-2.3389,20.5,2.0972,0.2904,1.9,0
6476,19,3,2006,21,35,46,37.4046,-1.9895,0,1.8464,0.2748,1.9,0
6477,21,3,2006,20,42,6,37.9244,-0.996,10.5,2.0972,0.2904,1.9,0
6478,22,3,2006,16,46,26,38.1192,-2.0687,17.3,2.4316,0.3112,1.9,0
6479,2,4,2006,21,33,53,37.4535,-2.9168,0,1.5956,0.2592,1.9,0
6480,5,4,2006,3,19,46,36.8782,-3.034,0,1.6792,0.2644,1.9,0
6481,5,4,2006,17,22,0,38.162,-1.0824,10.6,3.7,0,1.9,135
6482,5,4,2006,23,26,2,38.1889,-1.0939,10.8,1.93,0.28,1.9,135
6483,6,4,2006,2,36,15,38.2121,-1.1297,10.9,2.0136,0.2852,1.9,135
6484,6,4,2006,13,3,59,37.3054,-3.2613,12.7,2.0972,0.2904,1.9,934
6485,6,4,2006,13,45,38,37.3018,-3.2766,14.9,1.7628,0.2696,1.9,934
6486,6,4,2006,22,13,48,37.2991,-3.2388,11.6,2.0972,0.2904,1.9,0
6487,6,4,2006,22,20,56,37.3008,-3.2575,12.7,2.0972,0.2904,1.9,934
6488,7,4,2006,4,52,11,37.5796,-1.5778,16,2.4316,0.3112,1.9,0
6489,7,4,2006,23,15,11,38.7006,-0.4002,7.9,2.0136,0.2852,1.9,0
6490,8,4,2006,1,17,55,38.1539,-1.1135,0,2.0972,0.2904,1.9,135
6491,8,4,2006,3,35,38,38.5595,-0.3544,10.8,1.7628,0.2696,1.9,0
6492,9,4,2006,1,49,55,38.4764,-0.3588,11.5,1.5956,0.2592,1.9,0
6493,9,4,2006,9,56,44,38.5404,-1.0089,21,1.7628,0.2696,1.9,0
6494,9,4,2006,21,39,18,37.3564,-2.2813,11,1.7628,0.2696,1.9,0
6495,10,4,2006,19,38,28,38.6424,-0.3781,11,2.5988,0.3216,1.9,0
6496,11,4,2006,4,24,40,37.901,-1.2074,0,2.1808,0.2956,1.9,0
6497,11,4,2006,20,2,46,38.2809,-2.2485,10.9,1.7628,0.2696,1.9,0
6498,11,4,2006,20,41,41,38.294,-0.8307,0,1.6792,0.2644,1.9,0
6499,12,4,2006,3,30,9,36.4703,-2.7918,10.4,1.8464,0.2748,1.9,0
6500,12,4,2006,12,51,26,37.9608,-0.809,22.5,2.1808,0.2956,1.9,0
6501,12,4,2006,22,34,34,36.8669,-2.4902,0,1.8464,0.2748,1.9,0
6502,14,4,2006,11,5,34,37.3272,-2.4756,0,1.8464,0.2748,1.9,0
6503,16,4,2006,13,5,16,37.2742,-3.3088,0,1.7628,0.2696,1.9,0
6504,17,4,2006,17,28,47,38.5056,-1.2425,10.7,2.0972,0.2904,1.9,0
6505,21,4,2006,16,15,59,37.395,-3.2985,0,1.8464,0.2748,1.9,0
6506,24,4,2006,4,37,58,37.9125,-1.0771,0,1.6792,0.2644,1.9,0
6507,26,4,2006,3,54,40,36.8457,-2.9855,0,1.6792,0.2644,1.9,0
6508,28,4,2006,23,34,38,37.338,-1.8087,0,1.8464,0.2748,1.9,0
6509,29,4,2006,23,37,8,36.8909,-3.0707,0,2.0136,0.2852,1.9,0
6510,1,5,2006,21,21,45,37.3428,-2.0473,13.1,1.8464,0.2748,1.9,0
6511,2,5,2006,0,18,38,36.8644,-2.6888,0,1.5956,0.2592,1.9,0
6512,2,5,2006,2,44,21,37.4107,-2.6102,2,1.7628,0.2696,1.9,0
6513,3,5,2006,21,53,53,36.8617,-3.0434,10.4,1.3448,0.2436,1.9,0
6514,5,5,2006,23,43,49,38.079,-0.2685,10.9,2.4316,0.3112,1.9,0
6515,7,5,2006,3,16,26,36.7013,-3.2283,0,1.2612,0.2384,1.9,0
6516,7,5,2006,12,13,52,36.9723,-2.9492,0,1.6792,0.2644,1.9,0
6517,13,5,2006,4,40,58,37.3333,-2.0072,0,2.1808,0.2956,1.9,0
6518,15,5,2006,3,11,39,38.6785,-0.3585,18.5,1.6792,0.2644,1.9,0
6519,18,5,2006,0,56,47,38.4284,-1.9089,3.3,2.2644,0.3008,1.9,0
6520,19,5,2006,22,3,49,38.306,-0.424,18,1.7628,0.2696,1.9,0
6521,20,5,2006,0,45,9,38.3532,-1.3523,0,1.6792,0.2644,1.9,0
6522,20,5,2006,6,59,57,37.2958,-1.965,7.5,1.512,0.254,1.9,0
6523,21,5,2006,5,49,12,37.2227,-3.2982,0,1.7628,0.2696,1.9,0
6524,21,5,2006,23,22,4,37.7091,-1.7027,0,1.8464,0.2748,1.9,0
6525,25,5,2006,23,7,13,37.4558,-1.819,3.5,1.8464,0.2748,1.9,0
6526,26,5,2006,0,18,45,38.1105,-1.398,0,1.4284,0.2488,1.9,0
6527,28,5,2006,21,5,54,38.8116,-0.7696,0,1.5956,0.2592,1.9,0
6528,29,5,2006,3,5,58,36.6623,-3.0463,0,1.7628,0.2696,1.9,0
6529,29,5,2006,21,45,26,38.3559,-1.2326,0,2.1808,0.2956,1.9,0
6530,31,5,2006,20,25,48,38.7353,-2.8177,21.9,1.8464,0.2748,1.9,0
6531,1,6,2006,11,2,10,37.6988,-1.5748,10.6,2.1808,0.2956,1.9,0
6532,3,6,2006,8,11,4,38.477,-1.2464,10.6,2.4316,0.3112,1.9,0
6533,4,6,2006,1,5,45,38.3404,-0.397,11,2.0136,0.2852,1.9,0
6534,5,6,2006,0,52,45,37.9738,-2.4052,0,1.3448,0.2436,1.9,0
6535,8,6,2006,0,10,7,37.9318,-2.3859,0,1.4284,0.2488,1.9,0
6536,10,6,2006,18,47,0,38.2512,-1.9581,0,1.5956,0.2592,1.9,0
6537,11,6,2006,14,0,7,36.5022,-3.1414,26.6,1.5956,0.2592,1.9,0
6538,11,6,2006,16,13,27,38.4949,-0.8763,10.4,1.7628,0.2696,1.9,0
6539,12,6,2006,1,22,25,37.0836,-2.5246,0,1.5956,0.2592,1.9,0
6540,13,6,2006,2,26,23,37.8754,-2.4652,10.9,1.8464,0.2748,1.9,0
6541,13,6,2006,20,57,20,37.4088,-2.3539,0,2.348,0.306,1.9,0
6542,14,6,2006,20,34,44,38.7428,-2.8527,20.1,2.4316,0.3112,1.9,0
6543,17,6,2006,0,25,21,37.0898,-2.039,10.7,2.2644,0.3008,1.9,0
6544,18,6,2006,4,7,33,37.4327,-2.3864,0,1.512,0.254,1.9,0
6545,19,6,2006,2,20,38,36.9722,-2.347,10.6,2.5152,0.3164,1.9,0
6546,20,6,2006,21,58,51,36.4686,-3.1641,0,1.6792,0.2644,1.9,0
6547,23,6,2006,21,13,55,37.0904,-1.7675,0,1.5956,0.2592,1.9,0
6548,24,6,2006,2,42,20,37.1822,-3.2846,0,1.4284,0.2488,1.9,0
6549,24,6,2006,14,15,4,37.0212,-2.2118,10.4,2.5988,0.3216,1.9,0
6550,25,6,2006,1,47,54,37.0665,-2.4416,11.4,1.6792,0.2644,1.9,0
6551,26,6,2006,0,34,50,38.2577,-0.949,0,1.6792,0.2644,1.9,0
6552,26,6,2006,0,40,15,37.3891,-2.3356,6.8,1.6792,0.2644,1.9,0
6553,27,6,2006,2,46,50,38.4679,-0.5589,0,1.6792,0.2644,1.9,0
6554,28,6,2006,4,10,39,38.1865,-1.4029,0,2.0972,0.2904,1.9,0
6555,28,6,2006,22,44,40,37.378,-2.4262,0,1.5956,0.2592,1.9,0
6556,29,6,2006,11,56,38,37.7568,-1.66,0,1.7628,0.2696,1.9,0
6557,30,6,2006,19,57,19,36.8469,-2.9462,0,2.4316,0.3112,1.9,0
6558,1,7,2006,6,37,43,37.6794,-2.5235,0,1.8464,0.2748,1.9,0
6559,1,7,2006,17,58,23,37.3261,-2.0473,0,1.8464,0.2748,1.9,0
6560,4,7,2006,1,57,25,38.2853,-0.9681,0,1.2612,0.2384,1.9,0
6561,4,7,2006,12,44,53,37.8385,-1.8247,0,1.6792,0.2644,1.9,0
6562,7,7,2006,3,25,43,36.6833,-2.9056,0,2.0136,0.2852,1.9,997
6563,7,7,2006,3,54,6,36.6769,-2.9073,11.2,1.6792,0.2644,1.9,997
6564,8,7,2006,0,20,34,38.1157,-2.3227,5.8,1.8464,0.2748,1.9,0
6565,8,7,2006,20,45,39,36.6846,-2.6781,0,1.7628,0.2696,1.9,0
6566,8,7,2006,22,54,10,36.511,-3.2106,0,1.7628,0.2696,1.9,0
6567,10,7,2006,0,16,25,38.7068,-0.9862,12.5,1.93,0.28,1.9,0
6568,18,7,2006,20,49,44,37.8918,-1.663,19.8,2.348,0.306,1.9,0
6569,19,7,2006,1,32,55,37.4128,-2.2874,0,3.0168,0.3476,1.9,355
6570,19,7,2006,1,35,47,37.3956,-2.2897,0,2.2644,0.3008,1.9,355
6571,19,7,2006,12,15,2,36.7723,-2.4153,0,1.8464,0.2748,1.9,0
6572,20,7,2006,3,56,54,38.3438,-0.9639,0,1.3448,0.2436,1.9,0
6573,20,7,2006,17,52,18,36.8856,-2.9818,0,1.8464,0.2748,1.9,1096
6574,20,7,2006,20,47,44,36.8901,-2.9742,0,1.7628,0.2696,1.9,1096
6575,20,7,2006,21,58,40,38.6722,-0.8133,0,1.4284,0.2488,1.9,0
6576,20,7,2006,23,54,40,36.7665,-2.592,0,1.7628,0.2696,1.9,0
6577,22,7,2006,5,4,26,37.3053,-1.9709,0,1.6792,0.2644,1.9,0
6578,23,7,2006,23,29,35,38.4535,-1.8798,4.1,2.2644,0.3008,1.9,0
6579,25,7,2006,21,33,28,37.2931,-2.0812,0,1.4284,0.2488,1.9,0
6580,26,7,2006,11,55,7,38.9025,-1.7085,10.2,2.4316,0.3112,1.9,0
6581,27,7,2006,14,49,27,36.693,-2.9245,0,1.8464,0.2748,1.9,0
6582,29,7,2006,0,17,52,36.5208,-3.1151,0,1.93,0.28,1.9,0
6583,29,7,2006,1,24,32,38.4217,-2.8303,0,1.8464,0.2748,1.9,0
6584,29,7,2006,10,56,41,37.3112,-2.8262,9.7,1.5956,0.2592,1.9,0
6585,30,7,2006,5,53,49,37.3878,-1.732,0,1.6792,0.2644,1.9,0
6586,30,7,2006,6,1,35,38.0378,-1.7768,5.4,1.512,0.254,1.9,0
6587,30,7,2006,15,19,54,38.3298,-0.5175,7.7,1.8464,0.2748,1.9,0
6588,30,7,2006,15,28,21,37.089,-2.5418,10.9,1.6792,0.2644,1.9,0
6589,30,7,2006,15,31,13,37.1358,-2.5395,4.1,1.3448,0.2436,1.9,0
6590,30,7,2006,21,14,28,38.302,-1.3976,0,1.5956,0.2592,1.9,0
6591,31,7,2006,7,19,2,36.8056,-2.9973,10.4,2.5988,0.3216,1.9,0
6592,31,7,2006,17,5,28,37.162,-2.3156,22.1,1.7628,0.2696,1.9,0
6593,1,8,2006,1,9,37,38.2399,-2.2802,12.4,1.5956,0.2592,1.9,0
6594,1,8,2006,1,26,43,38.04,-2.1799,0,2.5988,0.3216,1.9,564
6595,1,8,2006,13,40,38,37.9061,-1.8278,10.3,3.0168,0.3476,1.9,0
6596,1,8,2006,21,58,24,38.0609,-2.1413,26.1,1.6792,0.2644,1.9,0
6597,2,8,2006,5,55,54,38.04,-2.1815,0,2.0136,0.2852,1.9,564
6598,3,8,2006,2,22,18,38.5652,-0.8256,10.5,1.6792,0.2644,1.9,0
6599,3,8,2006,17,24,2,38.2742,-0.8933,10.5,2.766,0.332,1.9,0
6600,3,8,2006,17,34,47,37.3115,-2.6153,11.6,1.6792,0.2644,1.9,0
6601,3,8,2006,17,57,41,37.9888,-1.056,0,1.6792,0.2644,1.9,0
6602,5,8,2006,2,38,41,37.9384,-2.448,3.3,2.5988,0.3216,1.9,0
6603,5,8,2006,13,17,39,37.3594,-2.2686,16.5,1.512,0.254,1.9,0
6604,5,8,2006,17,38,28,38.1282,-1.1482,0,1.5956,0.2592,1.9,0
6605,6,8,2006,12,13,21,37.9576,-1.7768,10.7,1.512,0.254,1.9,0
6606,6,8,2006,15,13,16,37.9798,-1.8143,15.2,1.5956,0.2592,1.9,0
6607,6,8,2006,16,5,22,36.4152,-3.259,18.2,1.93,0.28,1.9,0
6608,6,8,2006,23,57,57,36.5634,-2.8397,14.8,2.0972,0.2904,1.9,0
6609,7,8,2006,11,53,4,37.8892,-2.4245,9.5,2.0972,0.2904,1.9,0
6610,7,8,2006,21,16,55,38.651,-2.7303,13.7,1.4284,0.2488,1.9,0
6611,8,8,2006,23,18,22,38.8403,-1.1603,34.4,1.7628,0.2696,1.9,0
6612,9,8,2006,12,45,34,36.9835,-2.4032,11.2,2.2644,0.3008,1.9,0
6613,9,8,2006,15,18,11,37.8281,-3.2495,10.7,2.0136,0.2852,1.9,0
6614,10,8,2006,23,1,17,37.8293,-3.2632,0,1.8464,0.2748,1.9,0
6615,12,8,2006,0,3,20,37.3343,-2.3506,6.8,1.4284,0.2488,1.9,0
6616,13,8,2006,0,15,13,38.3462,-1.2932,0,2.0136,0.2852,1.9,0
6617,13,8,2006,15,10,58,36.893,-3.0224,0,1.6792,0.2644,1.9,0
6618,14,8,2006,2,52,17,37.7544,-2.1976,6.9,1.4284,0.2488,1.9,0
6619,14,8,2006,4,45,25,37.6885,-2.193,0,1.5956,0.2592,1.9,0
6620,14,8,2006,17,7,18,37.3572,-2.0136,18.5,1.6792,0.2644,1.9,0
6621,15,8,2006,14,32,23,38.7424,-0.6464,16.3,2.0136,0.2852,1.9,0
6622,15,8,2006,14,55,19,38.7083,-0.6861,10.9,1.7628,0.2696,1.9,0
6623,15,8,2006,21,35,56,38.3644,-3.0945,9.3,2.348,0.306,1.9,751
6624,15,8,2006,22,8,46,38.3666,-3.0875,9.9,1.7628,0.2696,1.9,751
6625,17,8,2006,3,49,2,38.7477,-0.686,11.1,1.5956,0.2592,1.9,0
6626,17,8,2006,3,49,46,38.7326,-0.6756,5.9,1.4284,0.2488,1.9,0
6627,19,8,2006,4,3,19,36.8143,-3.2648,0.2,2.5988,0.3216,1.9,0
6628,19,8,2006,22,2,36,38.8078,-0.7879,9.8,1.5956,0.2592,1.9,0
6629,19,8,2006,23,10,34,37.7704,-3.3676,9.6,1.8464,0.2748,1.9,0
6630,20,8,2006,21,49,57,38.4755,-1.9309,10.6,1.7628,0.2696,1.9,0
6631,22,8,2006,0,26,41,38.794,-2.0658,23.7,1.8464,0.2748,1.9,0
6632,23,8,2006,15,3,40,37.654,-1.7174,0,2.0972,0.2904,1.9,0
6633,23,8,2006,23,49,22,37.4294,-1.5434,0,1.6792,0.2644,1.9,0
6634,24,8,2006,20,31,11,36.8231,-3.0991,0,2.0136,0.2852,1.9,0
6635,25,8,2006,23,15,32,37.1663,-2.9852,0.8,1.3448,0.2436,1.9,0
6636,26,8,2006,0,59,16,37.5237,-1.4821,10.8,2.1808,0.2956,1.9,0
6637,26,8,2006,2,8,21,37.5932,-1.541,0,1.512,0.254,1.9,0
6638,26,8,2006,2,37,27,37.0558,-2.5271,0,1.512,0.254,1.9,0
6639,26,8,2006,2,40,28,37.0264,-2.4885,11.8,1.6792,0.2644,1.9,0
6640,26,8,2006,10,27,24,36.5672,-3.3666,1.4,1.8684,0.6006,1.9,0
6641,27,8,2006,0,11,9,37.2649,-2.3148,17.4,1.512,0.254,1.9,0
6642,27,8,2006,4,11,19,38.4655,-1.9134,10.7,2.0972,0.2904,1.9,0
6643,27,8,2006,5,42,50,38.1774,-1.4165,0,1.5956,0.2592,1.9,0
6644,28,8,2006,0,28,59,37.1583,-2.9178,21.9,1.4284,0.2488,1.9,0
6645,28,8,2006,3,24,43,38.4746,-1.9266,10.4,1.6792,0.2644,1.9,0
6646,28,8,2006,19,51,47,37.0196,-2.0292,0,2.1808,0.2956,1.9,0
6647,28,8,2006,20,33,12,37.2617,-2.3107,14.5,1.5956,0.2592,1.9,0
6648,28,8,2006,20,34,44,37.1837,-2.2487,33.1,1.512,0.254,1.9,0
6649,28,8,2006,20,35,46,37.1318,-2.2174,35.1,1.5956,0.2592,1.9,0
6650,28,8,2006,20,39,33,37.0949,-2.341,35.1,1.2612,0.2384,1.9,0
6651,28,8,2006,20,48,1,37.0877,-2.3994,34.4,1.7628,0.2696,1.9,0
6652,29,8,2006,15,27,58,36.498,-3.173,11.4,1.3832,0.5698,1.9,0
6653,30,8,2006,17,20,14,37.2175,-3.2498,18.7,1.6792,0.2644,1.9,0
6654,31,8,2006,11,20,23,37.772,-3.3747,8.3,2.0972,0.2904,1.9,0
6655,31,8,2006,13,37,22,36.6338,-3.0219,0,2.348,0.306,1.9,0
6656,2,9,2006,12,30,41,36.886,-3.023,0,1.7628,0.2696,1.9,0
6657,2,9,2006,16,15,9,37.4001,-2.2847,0,2.1808,0.2956,1.9,0
6658,3,9,2006,16,6,1,38.3919,-1.2733,10.3,2.4316,0.3112,1.9,0
6659,4,9,2006,21,56,12,36.5771,-2.8899,0,1.93,0.28,1.9,0
6660,5,9,2006,1,8,8,36.4127,-3.2507,0,2.4316,0.3112,1.9,0
6661,5,9,2006,20,31,38,38.0429,-1.4894,0,1.6792,0.2644,1.9,0
6662,8,9,2006,8,7,21,37.2066,-3.0571,0,1.8464,0.2748,1.9,0
6663,9,9,2006,13,54,11,37.4523,-1.6716,11.2,2.2644,0.3008,1.9,0
6664,9,9,2006,23,54,29,38.1645,-1.4471,0,1.094,0.228,1.9,0
6665,10,9,2006,20,45,48,36.5664,-2.9444,0,2.0136,0.2852,1.9,0
6666,12,9,2006,21,35,8,38.0892,-2.2872,0,1.6792,0.2644,1.9,0
6667,12,9,2006,22,28,57,37.9411,-0.8423,0,1.7628,0.2696,1.9,0
6668,12,9,2006,23,0,8,38.1964,-2.382,10.9,1.6792,0.2644,1.9,0
6669,13,9,2006,0,5,38,36.6805,-2.8599,0,1.5956,0.2592,1.9,0
6670,18,9,2006,17,22,22,38.0949,-1.788,8.5,1.93,0.28,1.9,0
6671,19,9,2006,6,59,58,36.5908,-2.9548,0,1.8464,0.2748,1.9,0
6672,22,9,2006,19,36,38,36.5783,-2.8689,0,1.5956,0.2592,1.9,0
6673,23,9,2006,20,53,24,36.5582,-2.5469,0,2.0972,0.2904,1.9,938
6674,23,9,2006,20,56,36,36.5729,-2.5536,0,1.6792,0.2644,1.9,938
6675,23,9,2006,20,58,16,36.5757,-2.5417,0,1.93,0.28,1.9,999
6676,23,9,2006,21,28,31,36.5774,-2.5536,9.6,2.0136,0.2852,1.9,999
6677,23,9,2006,21,30,50,38.448,-1.9101,0,2.348,0.306,1.9,753
6678,23,9,2006,21,55,13,38.4316,-1.9044,0,1.4284,0.2488,1.9,753
6679,24,9,2006,7,1,59,36.5662,-2.5363,0,1.93,0.28,1.9,0
6680,27,9,2006,8,34,32,36.469,-3.1879,24,1.8464,0.2748,1.9,0
6681,27,9,2006,21,36,55,36.9312,-2.1271,10.8,1.93,0.28,1.9,0
6682,30,9,2006,0,11,43,37.8359,-1.5259,0,1.1776,0.2332,1.9,0
6683,30,9,2006,23,54,31,37.8611,-0.8434,15.3,1.93,0.28,1.9,0
